page,burst_time
P0,9
P1,4
P2,17
P3,1
P4,1
P5,4
P6,16
P7,10
P8,20
P9,7
P10,4
P11,1
P12,15
P13,18
P14,8
P15,1
P16,13
P17,4
P18,14
P19,2
P20,18
P21,2
P22,7
P23,18
P24,9
P25,9
P26,12
P27,12
P28,18
P29,19
P30,14
P31,13
P32,1
P33,17
P34,11
P35,3
P36,2
P37,10
P38,11
P39,11
P40,4
P41,11
P42,5
P43,18
P44,8
P45,16
P46,10
P47,15
P48,4
P49,9
P50,8
P51,3
P52,14
P53,10
P54,7
P55,16
P56,12
P57,5
P58,7
P59,17
P60,19
P61,5
P62,10
P63,3
P64,14
P65,15
P66,17
P67,13
P68,17
P69,20
P70,5
P71,18
P72,5
P73,6
P74,19
P75,18
P76,11
P77,16
P78,10
P79,14
P80,3
P81,20
P82,8
P83,6
P84,5
P85,8
P86,14
P87,18
P88,11
P89,18
P90,15
P91,17
P92,5
P93,10
P94,8
P95,16
P96,9
P97,17
P98,7
P99,12
