page,burst_time
P0,1
P1,19
P2,8
P3,7
P4,2
P5,6
P6,6
P7,16
P8,19
P9,11
P10,19
P11,2
P12,1
P13,5
P14,5
P15,16
P16,18
P17,11
P18,17
P19,17
P20,13
P21,4
P22,10
P23,12
P24,11
P25,14
P26,13
P27,8
P28,18
P29,6
P30,19
P31,10
P32,12
P33,4
P34,4
P35,2
P36,19
P37,18
P38,20
P39,10
P40,17
P41,1
P42,13
P43,18
P44,12
P45,9
P46,8
P47,3
P48,16
P49,11
P50,13
P51,17
P52,17
P53,10
P54,7
P55,1
P56,3
P57,13
P58,12
P59,12
P60,8
P61,4
P62,1
P63,1
P64,7
P65,8
P66,1
P67,9
P68,5
P69,8
P70,15
P71,7
P72,20
P73,9
P74,9
P75,7
P76,19
P77,14
P78,6
P79,1
P80,17
P81,8
P82,19
P83,20
P84,16
P85,17
P86,20
P87,10
P88,16
P89,8
P90,12
P91,11
P92,2
P93,1
P94,15
P95,15
P96,16
P97,14
P98,2
P99,9
