page,burst_time
P0,3
P1,19
P2,7
P3,1
P4,20
P5,11
P6,10
P7,19
P8,14
P9,5
P10,7
P11,4
P12,9
P13,12
P14,18
P15,2
P16,16
P17,14
P18,7
P19,15
P20,12
P21,11
P22,15
P23,19
P24,9
P25,20
P26,9
P27,12
P28,7
P29,19
P30,11
P31,8
P32,19
P33,14
P34,19
P35,7
P36,19
P37,17
P38,19
P39,1
P40,7
P41,18
P42,6
P43,12
P44,19
P45,16
P46,5
P47,15
P48,18
P49,13
P50,16
P51,3
P52,8
P53,14
P54,10
P55,18
P56,9
P57,1
P58,18
P59,19
P60,14
P61,7
P62,19
P63,16
P64,7
P65,8
P66,9
P67,3
P68,4
P69,6
P70,19
P71,5
P72,8
P73,13
P74,20
P75,13
P76,18
P77,3
P78,8
P79,4
P80,18
P81,20
P82,3
P83,13
P84,12
P85,5
P86,16
P87,16
P88,4
P89,19
P90,10
P91,15
P92,18
P93,1
P94,16
P95,17
P96,6
P97,4
P98,15
P99,14
