page,burst_time
P0,9
P1,11
P2,13
P3,1
P4,16
P5,5
P6,18
P7,20
P8,14
P9,8
P10,8
P11,8
P12,9
P13,13
P14,11
P15,11
P16,5
P17,4
P18,2
P19,1
P20,3
P21,1
P22,14
P23,9
P24,1
P25,20
P26,15
P27,2
P28,1
P29,3
P30,14
P31,8
P32,3
P33,14
P34,16
P35,19
P36,19
P37,11
P38,15
P39,15
P40,11
P41,15
P42,18
P43,11
P44,8
P45,3
P46,2
P47,17
P48,3
P49,14
P50,6
P51,1
P52,20
P53,17
P54,12
P55,13
P56,2
P57,16
P58,15
P59,3
P60,10
P61,14
P62,9
P63,16
P64,6
P65,17
P66,16
P67,14
P68,10
P69,9
P70,8
P71,12
P72,19
P73,5
P74,18
P75,17
P76,15
P77,10
P78,1
P79,20
P80,12
P81,14
P82,14
P83,16
P84,5
P85,5
P86,10
P87,16
P88,15
P89,16
P90,11
P91,12
P92,13
P93,13
P94,10
P95,6
P96,3
P97,17
P98,15
P99,6
