page,burst_time
P0,9
P1,17
P2,10
P3,14
P4,5
P5,20
P6,13
P7,15
P8,9
P9,4
P10,5
P11,7
P12,11
P13,8
P14,17
P15,13
P16,1
P17,16
P18,6
P19,5
P20,7
P21,2
P22,2
P23,3
P24,4
P25,5
P26,14
P27,16
P28,8
P29,9
P30,6
P31,11
P32,16
P33,5
P34,19
P35,5
P36,18
P37,11
P38,19
P39,17
P40,12
P41,18
P42,3
P43,1
P44,17
P45,1
P46,2
P47,15
P48,5
P49,9
P50,15
P51,18
P52,11
P53,12
P54,12
P55,12
P56,18
P57,17
P58,13
P59,6
P60,11
P61,20
P62,17
P63,3
P64,16
P65,18
P66,6
P67,17
P68,10
P69,7
P70,1
P71,3
P72,3
P73,2
P74,4
P75,4
P76,8
P77,12
P78,19
P79,1
P80,10
P81,6
P82,12
P83,20
P84,12
P85,6
P86,1
P87,18
P88,17
P89,15
P90,7
P91,8
P92,11
P93,15
P94,18
P95,5
P96,18
P97,5
P98,7
P99,14
