page,burst_time
P0,8
P1,13
P2,19
P3,11
P4,1
P5,19
P6,8
P7,7
P8,1
P9,13
P10,12
P11,2
P12,4
P13,5
P14,10
P15,2
P16,20
P17,12
P18,20
P19,19
P20,13
P21,3
P22,14
P23,9
P24,20
P25,14
P26,12
P27,5
P28,9
P29,18
P30,11
P31,10
P32,7
P33,3
P34,11
P35,9
P36,7
P37,19
P38,1
P39,13
P40,7
P41,15
P42,13
P43,17
P44,5
P45,13
P46,16
P47,15
P48,15
P49,7
P50,11
P51,18
P52,17
P53,5
P54,18
P55,12
P56,11
P57,12
P58,2
P59,5
P60,17
P61,5
P62,13
P63,12
P64,13
P65,6
P66,14
P67,7
P68,9
P69,8
P70,7
P71,3
P72,1
P73,20
P74,11
P75,13
P76,14
P77,12
P78,4
P79,2
P80,20
P81,2
P82,5
P83,8
P84,12
P85,16
P86,5
P87,7
P88,17
P89,7
P90,12
P91,10
P92,19
P93,4
P94,20
P95,12
P96,20
P97,13
P98,12
P99,10
