page,burst_time
P0,17
P1,8
P2,15
P3,13
P4,18
P5,10
P6,16
P7,8
P8,4
P9,1
P10,10
P11,2
P12,12
P13,10
P14,8
P15,8
P16,12
P17,2
P18,14
P19,15
P20,12
P21,19
P22,16
P23,10
P24,20
P25,10
P26,1
P27,10
P28,6
P29,20
P30,5
P31,19
P32,6
P33,19
P34,4
P35,3
P36,4
P37,7
P38,13
P39,18
P40,9
P41,16
P42,10
P43,9
P44,6
P45,17
P46,1
P47,6
P48,8
P49,6
P50,18
P51,3
P52,20
P53,7
P54,5
P55,4
P56,7
P57,20
P58,19
P59,13
P60,2
P61,17
P62,10
P63,11
P64,15
P65,3
P66,20
P67,19
P68,1
P69,13
P70,4
P71,12
P72,10
P73,1
P74,12
P75,6
P76,2
P77,15
P78,6
P79,18
P80,4
P81,9
P82,8
P83,1
P84,5
P85,10
P86,13
P87,3
P88,6
P89,4
P90,1
P91,12
P92,15
P93,14
P94,18
P95,3
P96,3
P97,11
P98,17
P99,3
