page,burst_time
P0,3
P1,13
P2,9
P3,12
P4,18
P5,7
P6,10
P7,2
P8,2
P9,2
P10,6
P11,14
P12,4
P13,19
P14,16
P15,17
P16,16
P17,7
P18,10
P19,15
P20,9
P21,9
P22,4
P23,15
P24,9
P25,1
P26,11
P27,2
P28,19
P29,2
P30,4
P31,6
P32,1
P33,19
P34,7
P35,2
P36,18
P37,5
P38,9
P39,5
P40,13
P41,6
P42,19
P43,17
P44,8
P45,20
P46,17
P47,16
P48,18
P49,14
P50,4
P51,11
P52,3
P53,13
P54,19
P55,16
P56,8
P57,10
P58,10
P59,2
P60,12
P61,17
P62,17
P63,9
P64,12
P65,15
P66,16
P67,17
P68,18
P69,15
P70,15
P71,6
P72,1
P73,18
P74,5
P75,14
P76,5
P77,5
P78,5
P79,9
P80,15
P81,17
P82,17
P83,3
P84,10
P85,17
P86,16
P87,7
P88,18
P89,5
P90,10
P91,12
P92,9
P93,6
P94,20
P95,9
P96,18
P97,5
P98,7
P99,12
