page,burst_time
P0,9
P1,5
P2,18
P3,18
P4,10
P5,19
P6,2
P7,18
P8,7
P9,12
P10,16
P11,1
P12,13
P13,1
P14,2
P15,20
P16,7
P17,4
P18,5
P19,6
P20,11
P21,13
P22,1
P23,12
P24,18
P25,11
P26,12
P27,8
P28,4
P29,16
P30,20
P31,10
P32,9
P33,6
P34,17
P35,11
P36,3
P37,2
P38,9
P39,2
P40,20
P41,8
P42,7
P43,1
P44,19
P45,12
P46,13
P47,14
P48,6
P49,7
P50,19
P51,14
P52,1
P53,18
P54,3
P55,15
P56,20
P57,4
P58,14
P59,13
P60,13
P61,17
P62,18
P63,18
P64,15
P65,19
P66,1
P67,11
P68,20
P69,4
P70,10
P71,13
P72,10
P73,11
P74,1
P75,2
P76,16
P77,10
P78,12
P79,15
P80,19
P81,12
P82,19
P83,14
P84,13
P85,7
P86,1
P87,5
P88,17
P89,3
P90,12
P91,16
P92,4
P93,12
P94,6
P95,16
P96,8
P97,10
P98,8
P99,17
