page,burst_time
P0,17
P1,10
P2,8
P3,7
P4,4
P5,5
P6,1
P7,10
P8,6
P9,1
P10,6
P11,12
P12,13
P13,19
P14,19
P15,20
P16,5
P17,16
P18,19
P19,16
P20,20
P21,16
P22,1
P23,2
P24,9
P25,16
P26,5
P27,14
P28,10
P29,3
P30,2
P31,17
P32,17
P33,1
P34,13
P35,11
P36,19
P37,16
P38,20
P39,15
P40,7
P41,15
P42,10
P43,13
P44,10
P45,18
P46,17
P47,17
P48,4
P49,1
P50,11
P51,1
P52,13
P53,15
P54,10
P55,19
P56,6
P57,15
P58,11
P59,16
P60,8
P61,15
P62,9
P63,1
P64,12
P65,11
P66,7
P67,7
P68,3
P69,12
P70,12
P71,5
P72,5
P73,3
P74,3
P75,11
P76,20
P77,16
P78,5
P79,14
P80,19
P81,18
P82,19
P83,3
P84,13
P85,8
P86,2
P87,18
P88,9
P89,15
P90,9
P91,19
P92,17
P93,4
P94,1
P95,10
P96,17
P97,9
P98,7
P99,8
