page,burst_time
P0,5
P1,1
P2,20
P3,9
P4,15
P5,19
P6,6
P7,1
P8,5
P9,4
P10,18
P11,2
P12,8
P13,1
P14,8
P15,20
P16,8
P17,3
P18,2
P19,2
P20,11
P21,2
P22,5
P23,4
P24,1
P25,12
P26,8
P27,8
P28,15
P29,5
P30,6
P31,7
P32,18
P33,16
P34,19
P35,2
P36,10
P37,8
P38,6
P39,15
P40,16
P41,16
P42,4
P43,10
P44,16
P45,8
P46,1
P47,8
P48,15
P49,3
P50,16
P51,1
P52,15
P53,18
P54,13
P55,10
P56,1
P57,10
P58,5
P59,16
P60,11
P61,17
P62,14
P63,16
P64,19
P65,16
P66,19
P67,4
P68,11
P69,4
P70,15
P71,14
P72,2
P73,13
P74,6
P75,3
P76,11
P77,2
P78,13
P79,5
P80,20
P81,20
P82,5
P83,2
P84,20
P85,18
P86,6
P87,12
P88,13
P89,16
P90,14
P91,18
P92,13
P93,19
P94,4
P95,17
P96,4
P97,6
P98,15
P99,2
