page,burst_time
P0,1
P1,4
P2,18
P3,7
P4,20
P5,18
P6,3
P7,5
P8,13
P9,2
P10,13
P11,5
P12,11
P13,14
P14,3
P15,4
P16,2
P17,4
P18,11
P19,8
P20,18
P21,9
P22,11
P23,17
P24,13
P25,2
P26,3
P27,17
P28,9
P29,20
P30,16
P31,14
P32,9
P33,6
P34,16
P35,16
P36,3
P37,8
P38,17
P39,9
P40,13
P41,16
P42,15
P43,3
P44,13
P45,2
P46,6
P47,11
P48,6
P49,12
P50,6
P51,4
P52,13
P53,12
P54,1
P55,4
P56,2
P57,9
P58,1
P59,2
P60,18
P61,16
P62,20
P63,5
P64,7
P65,1
P66,6
P67,1
P68,9
P69,10
P70,18
P71,2
P72,20
P73,8
P74,3
P75,20
P76,1
P77,14
P78,3
P79,13
P80,12
P81,5
P82,2
P83,5
P84,11
P85,6
P86,14
P87,20
P88,3
P89,7
P90,10
P91,7
P92,10
P93,2
P94,6
P95,20
P96,9
P97,3
P98,8
P99,10
