page,burst_time
P0,1
P1,11
P2,17
P3,2
P4,7
P5,19
P6,7
P7,17
P8,6
P9,20
P10,1
P11,4
P12,17
P13,20
P14,14
P15,15
P16,13
P17,11
P18,12
P19,15
P20,17
P21,18
P22,1
P23,19
P24,5
P25,16
P26,19
P27,6
P28,12
P29,10
P30,13
P31,11
P32,14
P33,7
P34,18
P35,13
P36,14
P37,4
P38,20
P39,7
P40,3
P41,9
P42,2
P43,18
P44,4
P45,13
P46,4
P47,11
P48,7
P49,13
P50,13
P51,1
P52,8
P53,18
P54,5
P55,19
P56,10
P57,12
P58,11
P59,10
P60,9
P61,15
P62,8
P63,16
P64,1
P65,8
P66,13
P67,5
P68,6
P69,13
P70,14
P71,3
P72,14
P73,16
P74,13
P75,6
P76,4
P77,10
P78,4
P79,18
P80,4
P81,2
P82,17
P83,2
P84,7
P85,15
P86,17
P87,17
P88,5
P89,2
P90,7
P91,9
P92,8
P93,1
P94,17
P95,13
P96,4
P97,12
P98,12
P99,18
