page,burst_time
P0,8
P1,4
P2,3
P3,8
P4,1
P5,4
P6,2
P7,18
P8,16
P9,14
P10,1
P11,13
P12,9
P13,14
P14,6
P15,10
P16,10
P17,2
P18,3
P19,18
P20,19
P21,7
P22,3
P23,4
P24,6
P25,3
P26,15
P27,6
P28,7
P29,14
P30,13
P31,13
P32,11
P33,1
P34,2
P35,2
P36,14
P37,20
P38,20
P39,3
P40,18
P41,19
P42,12
P43,20
P44,10
P45,8
P46,6
P47,7
P48,16
P49,13
P50,3
P51,16
P52,17
P53,18
P54,7
P55,13
P56,3
P57,16
P58,5
P59,5
P60,12
P61,8
P62,4
P63,20
P64,9
P65,10
P66,18
P67,2
P68,2
P69,16
P70,17
P71,14
P72,3
P73,6
P74,10
P75,11
P76,15
P77,13
P78,6
P79,4
P80,19
P81,1
P82,19
P83,15
P84,8
P85,19
P86,4
P87,6
P88,5
P89,15
P90,8
P91,9
P92,20
P93,16
P94,5
P95,20
P96,3
P97,11
P98,8
P99,15
