page,burst_time
P0,3
P1,6
P2,15
P3,17
P4,3
P5,13
P6,12
P7,17
P8,6
P9,12
P10,15
P11,10
P12,2
P13,12
P14,9
P15,3
P16,12
P17,2
P18,5
P19,12
P20,16
P21,12
P22,7
P23,7
P24,6
P25,11
P26,1
P27,6
P28,11
P29,7
P30,8
P31,17
P32,12
P33,3
P34,11
P35,7
P36,17
P37,12
P38,2
P39,12
P40,8
P41,20
P42,11
P43,16
P44,13
P45,20
P46,12
P47,17
P48,10
P49,16
P50,8
P51,4
P52,20
P53,1
P54,8
P55,14
P56,9
P57,4
P58,3
P59,11
P60,19
P61,4
P62,5
P63,14
P64,7
P65,9
P66,2
P67,18
P68,7
P69,12
P70,9
P71,1
P72,9
P73,5
P74,5
P75,1
P76,11
P77,8
P78,8
P79,16
P80,17
P81,1
P82,1
P83,20
P84,12
P85,15
P86,18
P87,14
P88,13
P89,1
P90,3
P91,18
P92,10
P93,8
P94,7
P95,20
P96,19
P97,20
P98,3
P99,15
