page,burst_time
P0,18
P1,17
P2,2
P3,19
P4,10
P5,6
P6,3
P7,11
P8,3
P9,18
P10,3
P11,5
P12,15
P13,10
P14,15
P15,14
P16,17
P17,6
P18,10
P19,5
P20,14
P21,5
P22,19
P23,6
P24,18
P25,20
P26,8
P27,19
P28,9
P29,14
P30,14
P31,9
P32,5
P33,7
P34,7
P35,19
P36,3
P37,6
P38,12
P39,10
P40,18
P41,20
P42,2
P43,3
P44,20
P45,6
P46,17
P47,19
P48,14
P49,15
P50,6
P51,6
P52,13
P53,12
P54,5
P55,20
P56,20
P57,5
P58,17
P59,7
P60,14
P61,3
P62,16
P63,11
P64,14
P65,7
P66,6
P67,6
P68,7
P69,7
P70,15
P71,10
P72,6
P73,9
P74,1
P75,14
P76,6
P77,10
P78,11
P79,7
P80,18
P81,1
P82,15
P83,18
P84,9
P85,19
P86,8
P87,6
P88,9
P89,1
P90,10
P91,2
P92,2
P93,1
P94,7
P95,16
P96,13
P97,4
P98,17
P99,17
