page,burst_time
P0,5
P1,14
P2,7
P3,16
P4,1
P5,2
P6,10
P7,19
P8,8
P9,18
P10,5
P11,12
P12,9
P13,17
P14,11
P15,17
P16,19
P17,3
P18,3
P19,6
P20,13
P21,17
P22,7
P23,11
P24,3
P25,1
P26,20
P27,17
P28,13
P29,5
P30,14
P31,17
P32,10
P33,6
P34,5
P35,7
P36,9
P37,9
P38,3
P39,14
P40,17
P41,4
P42,16
P43,3
P44,20
P45,2
P46,9
P47,8
P48,6
P49,12
P50,10
P51,12
P52,20
P53,4
P54,20
P55,10
P56,6
P57,8
P58,13
P59,11
P60,3
P61,1
P62,20
P63,1
P64,8
P65,4
P66,1
P67,7
P68,3
P69,3
P70,10
P71,20
P72,18
P73,14
P74,4
P75,4
P76,19
P77,9
P78,7
P79,15
P80,12
P81,7
P82,3
P83,15
P84,15
P85,2
P86,17
P87,14
P88,12
P89,7
P90,6
P91,9
P92,9
P93,10
P94,19
P95,9
P96,8
P97,12
P98,2
P99,20
