page,burst_time
P0,14
P1,9
P2,5
P3,9
P4,18
P5,20
P6,5
P7,4
P8,4
P9,15
P10,9
P11,17
P12,5
P13,17
P14,6
P15,20
P16,13
P17,13
P18,9
P19,20
P20,3
P21,7
P22,11
P23,6
P24,20
P25,12
P26,6
P27,20
P28,18
P29,8
P30,1
P31,17
P32,16
P33,1
P34,16
P35,20
P36,8
P37,2
P38,20
P39,6
P40,5
P41,12
P42,5
P43,4
P44,18
P45,3
P46,19
P47,17
P48,14
P49,17
P50,4
P51,1
P52,3
P53,18
P54,9
P55,3
P56,6
P57,7
P58,7
P59,17
P60,10
P61,6
P62,9
P63,9
P64,18
P65,13
P66,4
P67,19
P68,19
P69,9
P70,14
P71,7
P72,19
P73,6
P74,20
P75,20
P76,2
P77,6
P78,9
P79,8
P80,15
P81,2
P82,3
P83,7
P84,9
P85,9
P86,18
P87,9
P88,7
P89,11
P90,8
P91,6
P92,1
P93,20
P94,2
P95,12
P96,6
P97,11
P98,4
P99,8
