page,burst_time
P0,16
P1,16
P2,2
P3,7
P4,7
P5,13
P6,4
P7,18
P8,20
P9,1
P10,1
P11,8
P12,20
P13,19
P14,1
P15,15
P16,15
P17,15
P18,11
P19,14
P20,8
P21,11
P22,8
P23,1
P24,8
P25,6
P26,11
P27,20
P28,1
P29,1
P30,12
P31,5
P32,18
P33,13
P34,19
P35,15
P36,17
P37,10
P38,12
P39,19
P40,17
P41,1
P42,5
P43,5
P44,8
P45,2
P46,12
P47,7
P48,6
P49,7
P50,5
P51,7
P52,10
P53,3
P54,6
P55,2
P56,17
P57,3
P58,3
P59,12
P60,8
P61,20
P62,15
P63,8
P64,4
P65,6
P66,6
P67,18
P68,17
P69,20
P70,5
P71,14
P72,14
P73,5
P74,4
P75,12
P76,19
P77,2
P78,1
P79,8
P80,2
P81,11
P82,12
P83,9
P84,5
P85,2
P86,11
P87,2
P88,13
P89,19
P90,3
P91,20
P92,8
P93,2
P94,6
P95,10
P96,16
P97,3
P98,16
P99,11
