page,burst_time
P0,18
P1,3
P2,20
P3,14
P4,1
P5,7
P6,13
P7,14
P8,5
P9,1
P10,15
P11,3
P12,19
P13,3
P14,15
P15,1
P16,19
P17,15
P18,5
P19,2
P20,16
P21,11
P22,16
P23,13
P24,11
P25,12
P26,16
P27,15
P28,11
P29,15
P30,17
P31,10
P32,16
P33,19
P34,2
P35,1
P36,14
P37,16
P38,14
P39,16
P40,10
P41,5
P42,15
P43,18
P44,12
P45,18
P46,8
P47,10
P48,12
P49,6
P50,14
P51,9
P52,4
P53,6
P54,2
P55,10
P56,18
P57,18
P58,6
P59,11
P60,17
P61,11
P62,12
P63,12
P64,14
P65,19
P66,17
P67,9
P68,7
P69,11
P70,17
P71,9
P72,6
P73,6
P74,6
P75,17
P76,12
P77,1
P78,10
P79,7
P80,15
P81,7
P82,8
P83,14
P84,13
P85,6
P86,14
P87,7
P88,8
P89,13
P90,7
P91,14
P92,13
P93,5
P94,10
P95,4
P96,2
P97,1
P98,20
P99,8
