page,burst_time
P0,14
P1,15
P2,1
P3,6
P4,17
P5,8
P6,8
P7,11
P8,18
P9,9
P10,19
P11,12
P12,19
P13,17
P14,8
P15,16
P16,14
P17,11
P18,11
P19,13
P20,6
P21,10
P22,1
P23,18
P24,2
P25,14
P26,16
P27,20
P28,9
P29,9
P30,15
P31,8
P32,13
P33,9
P34,11
P35,3
P36,14
P37,3
P38,7
P39,11
P40,18
P41,8
P42,7
P43,9
P44,20
P45,17
P46,14
P47,19
P48,20
P49,10
P50,4
P51,17
P52,8
P53,13
P54,2
P55,16
P56,1
P57,17
P58,4
P59,13
P60,1
P61,12
P62,15
P63,19
P64,6
P65,1
P66,8
P67,10
P68,1
P69,14
P70,16
P71,14
P72,19
P73,2
P74,16
P75,19
P76,14
P77,16
P78,3
P79,10
P80,8
P81,8
P82,1
P83,14
P84,5
P85,17
P86,12
P87,12
P88,14
P89,19
P90,20
P91,14
P92,10
P93,2
P94,2
P95,20
P96,15
P97,1
P98,10
P99,8
