page,burst_time
P0,4
P1,17
P2,9
P3,13
P4,14
P5,3
P6,10
P7,6
P8,1
P9,13
P10,6
P11,9
P12,5
P13,18
P14,18
P15,15
P16,18
P17,14
P18,6
P19,6
P20,11
P21,6
P22,18
P23,7
P24,2
P25,7
P26,9
P27,16
P28,10
P29,11
P30,6
P31,2
P32,8
P33,9
P34,9
P35,8
P36,4
P37,7
P38,13
P39,10
P40,16
P41,12
P42,10
P43,3
P44,20
P45,10
P46,11
P47,10
P48,13
P49,10
P50,8
P51,6
P52,20
P53,7
P54,12
P55,3
P56,14
P57,10
P58,1
P59,9
P60,2
P61,6
P62,5
P63,20
P64,11
P65,19
P66,2
P67,1
P68,16
P69,2
P70,18
P71,4
P72,7
P73,4
P74,4
P75,1
P76,18
P77,1
P78,6
P79,19
P80,20
P81,8
P82,15
P83,17
P84,6
P85,2
P86,18
P87,3
P88,16
P89,8
P90,8
P91,12
P92,13
P93,3
P94,4
P95,4
P96,8
P97,2
P98,10
P99,16
