page,burst_time
P0,11
P1,11
P2,13
P3,14
P4,16
P5,4
P6,9
P7,18
P8,10
P9,19
P10,10
P11,4
P12,4
P13,6
P14,1
P15,15
P16,19
P17,1
P18,13
P19,15
P20,6
P21,12
P22,17
P23,9
P24,3
P25,1
P26,19
P27,8
P28,19
P29,13
P30,18
P31,12
P32,19
P33,14
P34,11
P35,4
P36,5
P37,7
P38,5
P39,19
P40,14
P41,5
P42,18
P43,15
P44,9
P45,16
P46,6
P47,5
P48,15
P49,10
P50,13
P51,17
P52,3
P53,7
P54,4
P55,3
P56,12
P57,18
P58,18
P59,19
P60,14
P61,20
P62,19
P63,5
P64,11
P65,11
P66,4
P67,20
P68,10
P69,15
P70,19
P71,1
P72,6
P73,9
P74,6
P75,12
P76,4
P77,9
P78,3
P79,19
P80,9
P81,13
P82,2
P83,5
P84,2
P85,9
P86,13
P87,1
P88,3
P89,2
P90,15
P91,9
P92,17
P93,10
P94,17
P95,3
P96,3
P97,15
P98,1
P99,17
