page,burst_time
P0,1
P1,11
P2,14
P3,16
P4,13
P5,4
P6,18
P7,10
P8,7
P9,7
P10,15
P11,12
P12,10
P13,18
P14,11
P15,9
P16,9
P17,14
P18,19
P19,3
P20,9
P21,19
P22,19
P23,17
P24,11
P25,10
P26,19
P27,17
P28,19
P29,7
P30,3
P31,2
P32,7
P33,11
P34,15
P35,18
P36,2
P37,13
P38,20
P39,8
P40,4
P41,11
P42,3
P43,17
P44,7
P45,6
P46,4
P47,3
P48,12
P49,3
P50,11
P51,7
P52,7
P53,2
P54,7
P55,5
P56,16
P57,13
P58,4
P59,14
P60,5
P61,20
P62,4
P63,8
P64,9
P65,11
P66,4
P67,4
P68,1
P69,3
P70,16
P71,8
P72,13
P73,17
P74,18
P75,16
P76,1
P77,12
P78,17
P79,19
P80,7
P81,2
P82,17
P83,12
P84,11
P85,7
P86,10
P87,19
P88,12
P89,15
P90,7
P91,5
P92,20
P93,19
P94,12
P95,4
P96,5
P97,8
P98,20
P99,10
