page,burst_time
P0,1
P1,11
P2,7
P3,19
P4,16
P5,14
P6,20
P7,5
P8,7
P9,17
P10,17
P11,20
P12,16
P13,18
P14,1
P15,5
P16,9
P17,4
P18,1
P19,8
P20,4
P21,13
P22,10
P23,1
P24,6
P25,1
P26,14
P27,5
P28,7
P29,17
P30,13
P31,10
P32,15
P33,14
P34,5
P35,6
P36,4
P37,1
P38,2
P39,20
P40,18
P41,14
P42,3
P43,1
P44,18
P45,14
P46,16
P47,13
P48,19
P49,18
P50,8
P51,2
P52,3
P53,20
P54,16
P55,13
P56,1
P57,20
P58,11
P59,3
P60,13
P61,10
P62,9
P63,6
P64,20
P65,7
P66,1
P67,9
P68,3
P69,11
P70,8
P71,11
P72,12
P73,19
P74,10
P75,18
P76,18
P77,5
P78,4
P79,20
P80,20
P81,15
P82,10
P83,6
P84,9
P85,13
P86,19
P87,6
P88,17
P89,9
P90,8
P91,20
P92,16
P93,7
P94,15
P95,6
P96,4
P97,8
P98,20
P99,2
