page,burst_time
P0,8
P1,7
P2,12
P3,15
P4,14
P5,2
P6,15
P7,7
P8,18
P9,14
P10,17
P11,11
P12,5
P13,12
P14,5
P15,19
P16,8
P17,3
P18,17
P19,5
P20,11
P21,8
P22,11
P23,7
P24,14
P25,5
P26,15
P27,8
P28,7
P29,19
P30,20
P31,16
P32,16
P33,11
P34,14
P35,12
P36,9
P37,8
P38,3
P39,16
P40,4
P41,19
P42,9
P43,10
P44,11
P45,7
P46,2
P47,10
P48,11
P49,2
P50,3
P51,5
P52,12
P53,9
P54,16
P55,16
P56,20
P57,6
P58,4
P59,9
P60,4
P61,20
P62,20
P63,17
P64,13
P65,6
P66,11
P67,6
P68,8
P69,2
P70,12
P71,5
P72,8
P73,11
P74,5
P75,19
P76,8
P77,13
P78,8
P79,1
P80,12
P81,19
P82,17
P83,6
P84,8
P85,10
P86,9
P87,3
P88,13
P89,19
P90,9
P91,16
P92,10
P93,13
P94,8
P95,17
P96,17
P97,8
P98,14
P99,18
