page,burst_time
P0,12
P1,19
P2,4
P3,17
P4,7
P5,3
P6,12
P7,6
P8,16
P9,20
P10,16
P11,11
P12,5
P13,15
P14,16
P15,7
P16,20
P17,8
P18,14
P19,1
P20,8
P21,18
P22,7
P23,17
P24,3
P25,14
P26,19
P27,8
P28,16
P29,9
P30,19
P31,10
P32,18
P33,6
P34,11
P35,15
P36,5
P37,11
P38,9
P39,9
P40,3
P41,16
P42,9
P43,15
P44,13
P45,1
P46,17
P47,6
P48,14
P49,11
P50,1
P51,7
P52,2
P53,16
P54,10
P55,4
P56,20
P57,12
P58,9
P59,17
P60,12
P61,10
P62,8
P63,2
P64,8
P65,1
P66,16
P67,3
P68,14
P69,2
P70,13
P71,12
P72,20
P73,8
P74,20
P75,9
P76,9
P77,17
P78,10
P79,19
P80,18
P81,2
P82,1
P83,9
P84,12
P85,1
P86,19
P87,8
P88,18
P89,5
P90,15
P91,2
P92,11
P93,3
P94,20
P95,20
P96,12
P97,2
P98,7
P99,10
