page,burst_time
P0,19
P1,10
P2,17
P3,5
P4,8
P5,17
P6,13
P7,10
P8,12
P9,18
P10,15
P11,2
P12,15
P13,8
P14,10
P15,20
P16,14
P17,19
P18,15
P19,4
P20,20
P21,19
P22,10
P23,14
P24,2
P25,20
P26,15
P27,13
P28,14
P29,3
P30,16
P31,2
P32,8
P33,19
P34,8
P35,8
P36,13
P37,20
P38,6
P39,18
P40,17
P41,3
P42,11
P43,3
P44,17
P45,14
P46,6
P47,11
P48,10
P49,3
P50,5
P51,13
P52,12
P53,2
P54,11
P55,9
P56,4
P57,9
P58,11
P59,6
P60,14
P61,11
P62,20
P63,12
P64,17
P65,18
P66,12
P67,8
P68,12
P69,8
P70,5
P71,15
P72,4
P73,10
P74,9
P75,13
P76,17
P77,17
P78,12
P79,14
P80,19
P81,14
P82,5
P83,10
P84,15
P85,11
P86,19
P87,17
P88,16
P89,11
P90,16
P91,3
P92,7
P93,14
P94,16
P95,19
P96,17
P97,16
P98,8
P99,19
