page,burst_time
P0,20
P1,8
P2,2
P3,11
P4,3
P5,8
P6,1
P7,1
P8,1
P9,19
P10,5
P11,19
P12,3
P13,11
P14,7
P15,11
P16,18
P17,1
P18,2
P19,16
P20,20
P21,5
P22,6
P23,5
P24,14
P25,3
P26,17
P27,2
P28,11
P29,8
P30,11
P31,7
P32,9
P33,19
P34,16
P35,18
P36,7
P37,18
P38,7
P39,8
P40,15
P41,5
P42,5
P43,14
P44,15
P45,16
P46,13
P47,4
P48,4
P49,13
P50,6
P51,20
P52,9
P53,10
P54,4
P55,2
P56,7
P57,6
P58,17
P59,1
P60,14
P61,6
P62,6
P63,5
P64,6
P65,12
P66,12
P67,2
P68,10
P69,13
P70,9
P71,2
P72,9
P73,19
P74,16
P75,10
P76,18
P77,6
P78,17
P79,8
P80,17
P81,3
P82,2
P83,19
P84,19
P85,17
P86,9
P87,12
P88,16
P89,14
P90,14
P91,6
P92,2
P93,8
P94,16
P95,2
P96,16
P97,9
P98,2
P99,3
