page,burst_time
P0,13
P1,18
P2,4
P3,18
P4,5
P5,3
P6,3
P7,9
P8,11
P9,1
P10,10
P11,6
P12,1
P13,1
P14,5
P15,9
P16,17
P17,5
P18,12
P19,15
P20,11
P21,14
P22,18
P23,4
P24,17
P25,10
P26,16
P27,3
P28,12
P29,19
P30,11
P31,16
P32,13
P33,17
P34,5
P35,3
P36,20
P37,15
P38,20
P39,8
P40,12
P41,6
P42,7
P43,10
P44,19
P45,5
P46,14
P47,8
P48,4
P49,10
P50,10
P51,17
P52,15
P53,11
P54,13
P55,7
P56,14
P57,15
P58,20
P59,16
P60,16
P61,14
P62,12
P63,5
P64,16
P65,11
P66,5
P67,10
P68,8
P69,7
P70,6
P71,2
P72,7
P73,5
P74,14
P75,13
P76,4
P77,2
P78,14
P79,4
P80,14
P81,17
P82,4
P83,4
P84,14
P85,15
P86,14
P87,16
P88,11
P89,1
P90,18
P91,18
P92,2
P93,2
P94,7
P95,4
P96,15
P97,12
P98,12
P99,1
