page,burst_time
P0,1
P1,12
P2,7
P3,13
P4,9
P5,8
P6,18
P7,2
P8,7
P9,2
P10,6
P11,10
P12,20
P13,3
P14,8
P15,19
P16,20
P17,3
P18,12
P19,18
P20,19
P21,15
P22,19
P23,4
P24,10
P25,14
P26,14
P27,9
P28,19
P29,12
P30,7
P31,5
P32,2
P33,11
P34,13
P35,12
P36,6
P37,16
P38,19
P39,7
P40,8
P41,12
P42,20
P43,16
P44,17
P45,8
P46,16
P47,19
P48,10
P49,5
P50,7
P51,14
P52,9
P53,9
P54,16
P55,14
P56,18
P57,16
P58,17
P59,9
P60,8
P61,19
P62,4
P63,19
P64,18
P65,18
P66,15
P67,4
P68,1
P69,9
P70,19
P71,11
P72,4
P73,6
P74,6
P75,9
P76,18
P77,6
P78,4
P79,19
P80,3
P81,1
P82,18
P83,7
P84,9
P85,2
P86,18
P87,17
P88,11
P89,17
P90,19
P91,15
P92,12
P93,14
P94,3
P95,18
P96,12
P97,10
P98,11
P99,13
