page,burst_time
P0,19
P1,5
P2,10
P3,17
P4,13
P5,19
P6,2
P7,9
P8,16
P9,17
P10,10
P11,9
P12,9
P13,4
P14,5
P15,14
P16,8
P17,4
P18,19
P19,7
P20,16
P21,5
P22,12
P23,18
P24,5
P25,16
P26,19
P27,11
P28,11
P29,2
P30,10
P31,3
P32,14
P33,16
P34,14
P35,4
P36,3
P37,7
P38,12
P39,7
P40,6
P41,6
P42,13
P43,12
P44,12
P45,7
P46,13
P47,13
P48,8
P49,5
P50,20
P51,10
P52,6
P53,14
P54,17
P55,18
P56,12
P57,8
P58,1
P59,8
P60,19
P61,13
P62,17
P63,15
P64,9
P65,9
P66,20
P67,8
P68,17
P69,5
P70,15
P71,18
P72,1
P73,12
P74,14
P75,16
P76,1
P77,15
P78,20
P79,3
P80,2
P81,7
P82,9
P83,10
P84,20
P85,10
P86,13
P87,2
P88,13
P89,12
P90,2
P91,2
P92,16
P93,7
P94,16
P95,12
P96,17
P97,1
P98,13
P99,16
