page,burst_time
P0,16
P1,3
P2,8
P3,2
P4,19
P5,3
P6,1
P7,4
P8,18
P9,12
P10,20
P11,9
P12,5
P13,17
P14,14
P15,18
P16,12
P17,6
P18,7
P19,11
P20,19
P21,19
P22,7
P23,20
P24,7
P25,9
P26,2
P27,15
P28,14
P29,1
P30,12
P31,14
P32,2
P33,1
P34,16
P35,11
P36,9
P37,12
P38,3
P39,4
P40,15
P41,16
P42,18
P43,14
P44,5
P45,5
P46,11
P47,4
P48,5
P49,19
P50,20
P51,18
P52,1
P53,17
P54,12
P55,8
P56,9
P57,4
P58,20
P59,19
P60,4
P61,9
P62,13
P63,17
P64,20
P65,4
P66,13
P67,9
P68,8
P69,4
P70,12
P71,4
P72,4
P73,9
P74,5
P75,9
P76,2
P77,16
P78,18
P79,16
P80,16
P81,10
P82,11
P83,14
P84,8
P85,14
P86,5
P87,13
P88,13
P89,1
P90,7
P91,12
P92,6
P93,12
P94,2
P95,10
P96,14
P97,5
P98,9
P99,13
