page,burst_time
P0,4
P1,1
P2,20
P3,1
P4,3
P5,15
P6,6
P7,15
P8,14
P9,14
P10,18
P11,13
P12,13
P13,4
P14,14
P15,17
P16,12
P17,4
P18,16
P19,2
P20,4
P21,1
P22,7
P23,1
P24,3
P25,1
P26,13
P27,1
P28,8
P29,11
P30,2
P31,15
P32,11
P33,5
P34,8
P35,13
P36,15
P37,1
P38,7
P39,11
P40,2
P41,15
P42,19
P43,11
P44,18
P45,6
P46,6
P47,14
P48,17
P49,18
P50,19
P51,13
P52,3
P53,18
P54,4
P55,13
P56,20
P57,15
P58,18
P59,1
P60,6
P61,4
P62,9
P63,4
P64,10
P65,12
P66,16
P67,3
P68,5
P69,6
P70,6
P71,17
P72,10
P73,2
P74,11
P75,20
P76,10
P77,14
P78,17
P79,2
P80,12
P81,10
P82,4
P83,6
P84,7
P85,9
P86,3
P87,6
P88,18
P89,6
P90,16
P91,14
P92,16
P93,16
P94,7
P95,20
P96,6
P97,5
P98,8
P99,2
