process,arrival_time,burst_time
P0,72,19
P1,97,12
P2,94,15
P3,67,13
P4,66,10
P5,25,2
P6,64,5
P7,89,1
P8,32,3
P9,35,18
P10,11,15
P11,70,13
P12,58,2
P13,68,1
P14,39,11
P15,77,20
P16,28,16
P17,70,14
P18,7,13
P19,17,15
P20,74,1
P21,7,12
P22,32,20
P23,23,19
P24,16,20
P25,90,8
P26,73,11
P27,10,11
P28,84,15
P29,47,3
P30,35,2
P31,24,10
P32,36,8
P33,1,9
P34,71,16
P35,37,16
P36,55,19
P37,83,14
P38,87,17
P39,46,7
P40,30,11
P41,35,12
P42,78,6
P43,12,19
P44,1,20
P45,62,5
P46,41,9
P47,38,5
P48,87,2
P49,86,13
P50,97,10
P51,87,5
P52,77,2
P53,37,10
P54,55,9
P55,15,16
P56,68,7
P57,38,13
P58,97,13
P59,57,6
P60,91,5
P61,77,20
P62,50,12
P63,14,18
P64,94,3
P65,30,9
P66,77,19
P67,15,16
P68,79,7
P69,4,11
P70,94,17
P71,42,11
P72,97,9
P73,90,14
P74,10,18
P75,14,19
P76,82,6
P77,93,10
P78,98,11
P79,48,14
P80,21,3
P81,84,19
P82,0,11
P83,33,19
P84,73,17
P85,85,16
P86,32,6
P87,6,1
P88,39,15
P89,43,13
P90,44,6
P91,63,16
P92,67,7
P93,24,9
P94,56,6
P95,94,5
P96,70,13
P97,19,8
P98,13,11
P99,16,9
