process,arrival_time,burst_time
P0,34,16
P1,57,9
P2,13,13
P3,92,14
P4,75,19
P5,56,15
P6,2,9
P7,96,14
P8,57,17
P9,27,5
P10,22,20
P11,22,3
P12,8,20
P13,93,4
P14,14,10
P15,54,18
P16,51,5
P17,84,17
P18,92,17
P19,0,9
P20,16,15
P21,47,19
P22,30,14
P23,1,13
P24,98,11
P25,30,13
P26,37,6
P27,59,5
P28,54,13
P29,37,3
P30,6,8
P31,66,16
P32,82,18
P33,30,11
P34,69,2
P35,73,12
P36,82,5
P37,93,12
P38,36,3
P39,30,17
P40,47,3
P41,61,1
P42,28,2
P43,74,12
P44,45,16
P45,24,10
P46,55,11
P47,83,7
P48,95,8
P49,56,7
P50,56,1
P51,31,9
P52,13,12
P53,55,5
P54,50,15
P55,20,5
P56,99,13
P57,10,13
P58,33,8
P59,25,9
P60,31,2
P61,18,3
P62,51,5
P63,19,15
P64,73,15
P65,35,2
P66,54,3
P67,51,12
P68,2,17
P69,61,16
P70,91,10
P71,48,6
P72,55,18
P73,89,5
P74,8,7
P75,5,1
P76,97,6
P77,69,4
P78,98,16
P79,56,4
P80,17,10
P81,59,8
P82,12,5
P83,94,8
P84,60,13
P85,56,12
P86,98,5
P87,88,14
P88,41,18
P89,24,20
P90,92,14
P91,69,16
P92,48,12
P93,90,14
P94,85,3
P95,1,7
P96,22,8
P97,64,16
P98,18,14
P99,45,3
