process,arrival_time,burst_time
P0,11,16
P1,7,19
P2,37,19
P3,89,17
P4,55,18
P5,20,4
P6,85,14
P7,45,16
P8,14,8
P9,70,5
P10,56,5
P11,37,12
P12,88,14
P13,40,14
P14,28,13
P15,85,8
P16,7,17
P17,69,3
P18,19,1
P19,46,13
P20,80,8
P21,56,19
P22,7,4
P23,66,5
P24,93,1
P25,66,6
P26,62,16
P27,44,12
P28,98,2
P29,76,20
P30,60,2
P31,70,10
P32,88,20
P33,97,1
P34,74,12
P35,81,16
P36,78,12
P37,93,2
P38,39,11
P39,59,19
P40,85,18
P41,5,3
P42,45,6
P43,100,5
P44,43,9
P45,76,14
P46,86,5
P47,46,19
P48,36,9
P49,34,4
P50,98,12
P51,3,9
P52,79,11
P53,83,3
P54,10,10
P55,64,14
P56,81,17
P57,14,2
P58,51,5
P59,1,15
P60,97,14
P61,67,4
P62,90,5
P63,73,19
P64,41,14
P65,6,20
P66,64,17
P67,34,15
P68,39,6
P69,85,5
P70,54,9
P71,65,5
P72,6,12
P73,55,18
P74,59,13
P75,52,6
P76,10,2
P77,46,12
P78,58,12
P79,85,6
P80,33,13
P81,54,2
P82,49,5
P83,100,14
P84,12,13
P85,53,5
P86,41,14
P87,53,14
P88,50,7
P89,66,2
P90,19,7
P91,18,18
P92,73,13
P93,15,6
P94,6,4
P95,84,16
P96,67,6
P97,74,12
P98,20,18
P99,73,3
