process,arrival_time,burst_time
P0,69,9
P1,65,20
P2,93,15
P3,65,17
P4,15,11
P5,18,1
P6,12,8
P7,56,10
P8,63,17
P9,92,14
P10,66,12
P11,93,12
P12,96,9
P13,63,8
P14,73,12
P15,84,8
P16,88,13
P17,61,2
P18,62,8
P19,22,11
P20,67,14
P21,98,4
P22,47,3
P23,9,14
P24,21,1
P25,71,9
P26,89,19
P27,51,2
P28,11,9
P29,19,4
P30,24,16
P31,30,3
P32,25,20
P33,63,18
P34,8,11
P35,5,12
P36,56,17
P37,66,16
P38,91,11
P39,10,14
P40,68,3
P41,62,9
P42,86,12
P43,94,6
P44,23,4
P45,50,1
P46,6,20
P47,57,6
P48,24,18
P49,77,1
P50,26,15
P51,75,15
P52,35,2
P53,31,18
P54,53,11
P55,1,15
P56,97,17
P57,97,3
P58,45,3
P59,52,12
P60,41,18
P61,19,6
P62,65,17
P63,92,13
P64,70,20
P65,36,11
P66,60,12
P67,69,1
P68,92,4
P69,89,12
P70,6,14
P71,79,10
P72,18,8
P73,33,16
P74,94,20
P75,12,11
P76,4,15
P77,48,16
P78,21,10
P79,14,3
P80,49,2
P81,47,4
P82,97,2
P83,70,5
P84,81,19
P85,71,14
P86,13,13
P87,3,18
P88,83,9
P89,60,5
P90,30,9
P91,61,8
P92,63,9
P93,74,2
P94,73,9
P95,95,7
P96,25,14
P97,11,18
P98,68,2
P99,66,11
