process,arrival_time,burst_time
P0,94,14
P1,49,17
P2,17,8
P3,84,1
P4,50,11
P5,14,16
P6,95,2
P7,85,2
P8,36,19
P9,25,3
P10,42,11
P11,46,11
P12,36,16
P13,57,12
P14,87,11
P15,46,20
P16,53,12
P17,63,17
P18,37,4
P19,46,8
P20,45,13
P21,16,17
P22,17,18
P23,95,1
P24,38,12
P25,27,15
P26,30,19
P27,48,3
P28,75,4
P29,65,17
P30,6,13
P31,42,8
P32,24,13
P33,9,7
P34,5,19
P35,60,1
P36,98,5
P37,100,12
P38,48,16
P39,35,5
P40,19,11
P41,44,20
P42,15,16
P43,34,5
P44,97,9
P45,23,18
P46,76,18
P47,54,8
P48,49,5
P49,14,10
P50,62,7
P51,13,2
P52,87,16
P53,28,4
P54,8,9
P55,61,5
P56,45,7
P57,38,12
P58,20,9
P59,34,14
P60,29,8
P61,64,11
P62,17,1
P63,65,14
P64,58,16
P65,79,17
P66,1,8
P67,5,5
P68,87,5
P69,71,17
P70,8,11
P71,3,17
P72,18,1
P73,11,18
P74,20,10
P75,68,17
P76,83,12
P77,2,12
P78,37,1
P79,37,19
P80,59,4
P81,38,18
P82,39,8
P83,16,10
P84,14,1
P85,21,2
P86,15,13
P87,81,11
P88,28,8
P89,7,14
P90,71,2
P91,80,8
P92,45,8
P93,59,6
P94,28,8
P95,21,6
P96,42,18
P97,29,11
P98,0,20
P99,73,7
