process,arrival_time,burst_time
P0,63,12
P1,12,15
P2,71,6
P3,26,6
P4,60,20
P5,22,3
P6,38,8
P7,27,18
P8,11,13
P9,95,18
P10,15,17
P11,21,8
P12,37,7
P13,98,12
P14,12,11
P15,30,18
P16,82,16
P17,96,6
P18,35,8
P19,61,13
P20,43,15
P21,29,9
P22,34,4
P23,4,2
P24,11,15
P25,5,16
P26,2,20
P27,17,4
P28,51,8
P29,70,7
P30,60,14
P31,76,17
P32,23,4
P33,79,15
P34,27,7
P35,70,15
P36,19,19
P37,81,16
P38,2,10
P39,7,5
P40,68,16
P41,57,12
P42,49,14
P43,38,20
P44,73,10
P45,78,11
P46,25,4
P47,40,8
P48,100,19
P49,93,2
P50,24,2
P51,40,8
P52,78,19
P53,66,4
P54,11,10
P55,25,13
P56,55,19
P57,53,19
P58,73,15
P59,42,18
P60,80,10
P61,75,9
P62,78,5
P63,30,20
P64,73,12
P65,80,10
P66,29,6
P67,36,9
P68,47,6
P69,11,2
P70,89,14
P71,12,19
P72,50,19
P73,89,18
P74,12,1
P75,57,2
P76,63,6
P77,59,6
P78,17,18
P79,26,19
P80,48,4
P81,19,20
P82,7,6
P83,69,13
P84,98,11
P85,21,3
P86,2,16
P87,87,12
P88,81,14
P89,7,20
P90,48,7
P91,96,4
P92,79,2
P93,87,11
P94,64,12
P95,33,17
P96,26,15
P97,54,1
P98,31,1
P99,7,9
