process,arrival_time,burst_time
P0,86,4
P1,39,13
P2,27,11
P3,25,15
P4,67,2
P5,89,10
P6,0,11
P7,8,18
P8,17,18
P9,58,4
P10,66,7
P11,67,13
P12,71,14
P13,23,12
P14,1,14
P15,94,15
P16,96,17
P17,23,16
P18,11,18
P19,94,7
P20,28,16
P21,5,6
P22,2,18
P23,100,13
P24,39,5
P25,52,19
P26,64,19
P27,86,10
P28,7,19
P29,77,19
P30,24,11
P31,70,19
P32,63,11
P33,76,18
P34,14,1
P35,1,7
P36,17,18
P37,92,11
P38,74,18
P39,77,12
P40,61,2
P41,91,1
P42,55,2
P43,67,15
P44,16,3
P45,76,18
P46,24,16
P47,13,18
P48,80,4
P49,30,17
P50,1,15
P51,30,9
P52,64,16
P53,81,4
P54,27,17
P55,62,19
P56,84,14
P57,5,19
P58,68,1
P59,23,20
P60,89,15
P61,62,11
P62,81,18
P63,40,8
P64,100,20
P65,60,1
P66,85,18
P67,51,8
P68,63,12
P69,68,15
P70,45,8
P71,92,17
P72,18,16
P73,67,6
P74,86,15
P75,20,1
P76,60,19
P77,68,17
P78,1,10
P79,75,17
P80,64,6
P81,33,7
P82,27,14
P83,20,4
P84,75,9
P85,39,14
P86,35,7
P87,89,15
P88,51,8
P89,49,5
P90,50,10
P91,60,7
P92,34,17
P93,25,13
P94,40,2
P95,56,19
P96,88,5
P97,18,19
P98,33,20
P99,55,9
