process,arrival_time,burst_time
P0,35,14
P1,48,11
P2,44,20
P3,96,18
P4,65,11
P5,13,10
P6,19,20
P7,90,15
P8,19,7
P9,13,10
P10,68,6
P11,52,19
P12,80,16
P13,58,6
P14,75,17
P15,24,19
P16,8,10
P17,62,16
P18,77,5
P19,96,18
P20,90,13
P21,80,15
P22,31,10
P23,79,6
P24,56,1
P25,58,5
P26,30,14
P27,17,8
P28,88,8
P29,24,13
P30,22,14
P31,44,2
P32,55,6
P33,28,6
P34,69,10
P35,45,9
P36,1,5
P37,35,14
P38,97,17
P39,49,1
P40,25,4
P41,32,19
P42,87,20
P43,62,11
P44,100,8
P45,79,15
P46,42,16
P47,85,11
P48,46,17
P49,84,11
P50,82,17
P51,4,13
P52,48,2
P53,26,6
P54,49,4
P55,48,9
P56,7,17
P57,34,1
P58,66,7
P59,74,20
P60,39,17
P61,48,14
P62,36,16
P63,2,15
P64,100,20
P65,32,2
P66,34,7
P67,68,17
P68,24,6
P69,97,20
P70,77,12
P71,55,1
P72,82,1
P73,86,1
P74,24,5
P75,72,3
P76,75,5
P77,97,14
P78,59,20
P79,48,3
P80,73,12
P81,24,3
P82,26,8
P83,89,6
P84,94,13
P85,82,7
P86,16,3
P87,94,9
P88,84,2
P89,24,15
P90,34,12
P91,85,16
P92,81,17
P93,88,15
P94,91,17
P95,12,1
P96,80,2
P97,87,10
P98,11,17
P99,67,15
