process,arrival_time,burst_time
P0,74,7
P1,69,12
P2,59,2
P3,84,17
P4,27,20
P5,28,10
P6,62,7
P7,42,15
P8,9,9
P9,24,6
P10,11,15
P11,98,18
P12,46,7
P13,60,11
P14,30,13
P15,54,7
P16,8,14
P17,59,10
P18,27,4
P19,83,20
P20,87,11
P21,85,9
P22,50,13
P23,29,14
P24,9,13
P25,95,14
P26,0,15
P27,27,18
P28,12,12
P29,2,12
P30,90,12
P31,1,9
P32,72,5
P33,4,14
P34,23,9
P35,8,5
P36,51,12
P37,83,19
P38,60,6
P39,63,17
P40,39,6
P41,88,17
P42,87,1
P43,10,3
P44,4,19
P45,44,18
P46,89,15
P47,15,20
P48,99,20
P49,58,5
P50,87,6
P51,25,18
P52,57,5
P53,10,5
P54,39,11
P55,48,3
P56,7,18
P57,70,12
P58,59,2
P59,24,9
P60,86,11
P61,11,9
P62,19,9
P63,59,7
P64,54,4
P65,67,11
P66,31,4
P67,35,6
P68,1,1
P69,81,13
P70,78,15
P71,83,19
P72,5,11
P73,30,9
P74,60,7
P75,70,19
P76,68,11
P77,42,1
P78,17,10
P79,44,12
P80,51,13
P81,81,2
P82,95,8
P83,66,3
P84,27,5
P85,85,4
P86,18,11
P87,15,12
P88,3,15
P89,85,7
P90,86,12
P91,65,18
P92,26,5
P93,58,18
P94,71,11
P95,38,10
P96,94,9
P97,30,14
P98,26,15
P99,38,2
