process,arrival_time,burst_time
P0,61,7
P1,56,20
P2,61,11
P3,66,13
P4,4,20
P5,11,5
P6,100,11
P7,63,1
P8,52,14
P9,54,15
P10,30,13
P11,14,6
P12,75,5
P13,35,8
P14,59,3
P15,25,16
P16,78,15
P17,55,13
P18,75,2
P19,63,17
P20,71,8
P21,61,4
P22,94,7
P23,6,14
P24,86,12
P25,35,8
P26,59,13
P27,34,13
P28,15,11
P29,78,19
P30,82,16
P31,84,1
P32,65,8
P33,18,14
P34,16,7
P35,71,14
P36,75,2
P37,52,18
P38,86,13
P39,30,13
P40,71,16
P41,22,7
P42,81,13
P43,16,6
P44,56,3
P45,50,1
P46,99,6
P47,86,3
P48,6,14
P49,22,4
P50,65,13
P51,92,10
P52,95,9
P53,22,6
P54,48,17
P55,88,17
P56,86,7
P57,50,18
P58,59,17
P59,91,2
P60,78,5
P61,76,15
P62,56,1
P63,0,11
P64,98,4
P65,79,14
P66,0,4
P67,68,11
P68,30,7
P69,10,6
P70,32,15
P71,70,7
P72,43,6
P73,94,11
P74,20,16
P75,62,13
P76,94,4
P77,72,14
P78,2,18
P79,44,11
P80,12,4
P81,93,5
P82,26,18
P83,88,7
P84,31,1
P85,99,16
P86,28,16
P87,52,12
P88,33,16
P89,73,3
P90,3,19
P91,55,1
P92,20,18
P93,80,8
P94,93,19
P95,39,14
P96,92,7
P97,81,11
P98,91,8
P99,31,9
