process,arrival_time,burst_time
P0,18,7
P1,37,7
P2,94,5
P3,48,7
P4,77,12
P5,6,12
P6,62,5
P7,85,8
P8,35,15
P9,39,10
P10,56,10
P11,2,5
P12,71,4
P13,23,15
P14,66,15
P15,43,9
P16,73,18
P17,5,10
P18,28,13
P19,58,13
P20,54,17
P21,29,5
P22,92,20
P23,22,18
P24,40,1
P25,85,11
P26,77,10
P27,34,5
P28,49,5
P29,35,9
P30,99,16
P31,94,10
P32,51,11
P33,28,16
P34,56,9
P35,89,18
P36,5,16
P37,59,18
P38,1,7
P39,31,12
P40,42,1
P41,29,9
P42,7,3
P43,77,6
P44,90,2
P45,30,6
P46,81,13
P47,51,10
P48,68,13
P49,70,10
P50,54,20
P51,49,3
P52,50,1
P53,29,16
P54,4,19
P55,93,15
P56,34,2
P57,94,7
P58,7,8
P59,30,16
P60,52,13
P61,57,17
P62,33,19
P63,22,4
P64,29,11
P65,4,12
P66,42,18
P67,44,19
P68,21,18
P69,60,10
P70,28,16
P71,71,14
P72,75,10
P73,55,18
P74,40,3
P75,6,3
P76,14,4
P77,60,4
P78,87,14
P79,72,15
P80,86,7
P81,42,13
P82,53,6
P83,28,12
P84,5,8
P85,7,4
P86,92,13
P87,64,14
P88,71,14
P89,6,9
P90,26,17
P91,1,8
P92,62,18
P93,90,14
P94,4,16
P95,52,12
P96,81,12
P97,81,18
P98,55,14
P99,18,13
