process,arrival_time,burst_time
P0,20,5
P1,95,7
P2,96,10
P3,91,1
P4,46,1
P5,77,9
P6,29,7
P7,91,17
P8,29,9
P9,81,4
P10,79,14
P11,31,6
P12,40,15
P13,6,5
P14,4,3
P15,29,3
P16,71,11
P17,99,14
P18,35,13
P19,91,3
P20,45,16
P21,48,8
P22,46,20
P23,55,3
P24,48,6
P25,39,8
P26,31,19
P27,61,14
P28,88,10
P29,50,5
P30,41,9
P31,55,1
P32,3,14
P33,71,16
P34,52,12
P35,53,12
P36,2,2
P37,12,12
P38,37,10
P39,72,18
P40,50,12
P41,6,4
P42,70,6
P43,21,4
P44,10,18
P45,90,9
P46,38,3
P47,8,5
P48,79,7
P49,14,12
P50,86,2
P51,12,18
P52,54,6
P53,7,15
P54,14,8
P55,59,1
P56,2,10
P57,62,2
P58,19,19
P59,16,12
P60,82,18
P61,96,18
P62,82,2
P63,15,2
P64,36,12
P65,71,5
P66,72,14
P67,37,20
P68,18,2
P69,17,8
P70,10,18
P71,58,16
P72,54,14
P73,82,11
P74,42,16
P75,22,13
P76,46,4
P77,93,9
P78,33,19
P79,42,9
P80,63,15
P81,20,15
P82,30,10
P83,4,3
P84,15,8
P85,69,15
P86,97,13
P87,90,13
P88,8,4
P89,93,17
P90,13,15
P91,94,7
P92,28,2
P93,59,13
P94,72,20
P95,88,11
P96,32,11
P97,67,5
P98,71,5
P99,88,15
