process,arrival_time,burst_time
P0,74,18
P1,86,18
P2,20,8
P3,21,19
P4,92,15
P5,68,6
P6,32,7
P7,81,12
P8,90,4
P9,83,1
P10,96,1
P11,10,13
P12,93,8
P13,93,9
P14,29,1
P15,47,7
P16,33,1
P17,80,3
P18,97,11
P19,78,20
P20,24,14
P21,39,16
P22,83,4
P23,17,4
P24,61,3
P25,11,20
P26,5,6
P27,0,12
P28,77,3
P29,37,14
P30,50,16
P31,35,5
P32,22,12
P33,1,11
P34,1,7
P35,85,16
P36,46,12
P37,42,3
P38,92,6
P39,17,11
P40,0,6
P41,70,7
P42,17,19
P43,75,13
P44,90,20
P45,67,5
P46,29,11
P47,19,17
P48,47,16
P49,44,8
P50,88,19
P51,40,7
P52,19,15
P53,74,12
P54,86,15
P55,58,9
P56,69,13
P57,12,5
P58,60,8
P59,51,7
P60,77,7
P61,62,5
P62,15,2
P63,9,7
P64,1,20
P65,84,14
P66,45,2
P67,48,17
P68,98,16
P69,9,12
P70,86,20
P71,25,10
P72,85,9
P73,35,4
P74,22,19
P75,1,9
P76,61,6
P77,37,20
P78,77,11
P79,69,20
P80,61,18
P81,65,20
P82,61,10
P83,94,20
P84,83,12
P85,31,18
P86,64,14
P87,14,12
P88,0,14
P89,54,9
P90,34,11
P91,56,15
P92,76,11
P93,85,3
P94,37,10
P95,7,6
P96,88,20
P97,89,9
P98,99,7
P99,36,10
