process,arrival_time,burst_time
P0,28,10
P1,26,2
P2,24,3
P3,3,10
P4,68,5
P5,78,4
P6,99,9
P7,13,18
P8,50,8
P9,33,18
P10,41,12
P11,35,9
P12,48,10
P13,9,20
P14,86,9
P15,62,5
P16,91,2
P17,95,1
P18,7,1
P19,0,13
P20,34,8
P21,0,11
P22,26,1
P23,28,15
P24,21,15
P25,0,10
P26,30,7
P27,18,19
P28,48,17
P29,89,6
P30,8,9
P31,19,5
P32,32,17
P33,8,1
P34,60,18
P35,3,3
P36,34,12
P37,53,4
P38,7,7
P39,75,20
P40,28,13
P41,83,16
P42,56,10
P43,25,16
P44,37,17
P45,25,7
P46,97,19
P47,30,3
P48,88,6
P49,12,17
P50,33,11
P51,86,1
P52,2,8
P53,35,2
P54,40,6
P55,32,18
P56,67,8
P57,59,13
P58,25,2
P59,36,14
P60,33,10
P61,6,12
P62,61,8
P63,59,3
P64,50,7
P65,16,1
P66,77,11
P67,37,12
P68,52,12
P69,32,6
P70,75,17
P71,6,18
P72,29,7
P73,67,14
P74,90,6
P75,39,1
P76,88,12
P77,71,11
P78,1,13
P79,72,9
P80,34,19
P81,18,20
P82,6,5
P83,62,3
P84,37,4
P85,75,17
P86,54,3
P87,1,10
P88,18,11
P89,50,3
P90,97,2
P91,43,6
P92,85,2
P93,24,20
P94,43,4
P95,65,20
P96,0,17
P97,46,13
P98,88,2
P99,37,2
