process,arrival_time,burst_time
P0,37,3
P1,62,6
P2,43,8
P3,84,8
P4,1,12
P5,10,4
P6,9,12
P7,1,10
P8,24,20
P9,53,16
P10,70,11
P11,100,19
P12,24,12
P13,43,5
P14,47,9
P15,19,16
P16,99,10
P17,2,8
P18,60,16
P19,50,16
P20,13,14
P21,91,20
P22,84,4
P23,97,18
P24,61,10
P25,30,6
P26,5,19
P27,60,7
P28,2,4
P29,84,20
P30,57,17
P31,67,16
P32,53,11
P33,32,3
P34,94,5
P35,56,12
P36,35,19
P37,30,8
P38,61,11
P39,73,14
P40,0,19
P41,4,1
P42,89,9
P43,43,8
P44,75,3
P45,70,9
P46,11,7
P47,54,4
P48,82,18
P49,23,3
P50,12,11
P51,59,9
P52,13,13
P53,97,7
P54,14,14
P55,29,4
P56,82,18
P57,2,3
P58,92,11
P59,57,15
P60,70,5
P61,98,2
P62,9,17
P63,3,10
P64,86,16
P65,73,18
P66,48,3
P67,42,7
P68,67,15
P69,66,5
P70,13,8
P71,47,1
P72,70,1
P73,47,3
P74,74,13
P75,11,7
P76,50,5
P77,94,15
P78,0,19
P79,22,15
P80,66,4
P81,45,16
P82,28,2
P83,6,13
P84,14,18
P85,96,11
P86,28,20
P87,47,4
P88,37,1
P89,55,15
P90,60,3
P91,70,13
P92,30,9
P93,73,15
P94,78,7
P95,41,14
P96,3,16
P97,20,7
P98,14,10
P99,13,10
