process,arrival_time,burst_time
P0,15,15
P1,31,6
P2,45,11
P3,69,20
P4,40,18
P5,26,7
P6,2,20
P7,18,11
P8,25,15
P9,74,6
P10,71,19
P11,33,10
P12,12,8
P13,90,12
P14,71,17
P15,74,5
P16,16,6
P17,41,15
P18,11,8
P19,32,6
P20,98,8
P21,39,11
P22,41,1
P23,42,4
P24,58,17
P25,20,8
P26,30,19
P27,79,7
P28,71,16
P29,86,16
P30,89,15
P31,43,5
P32,77,14
P33,2,7
P34,66,17
P35,58,7
P36,79,2
P37,68,18
P38,6,4
P39,4,4
P40,4,8
P41,77,5
P42,72,16
P43,80,17
P44,39,4
P45,9,6
P46,27,9
P47,7,9
P48,73,10
P49,93,20
P50,83,13
P51,14,13
P52,71,19
P53,44,14
P54,80,10
P55,3,16
P56,24,18
P57,31,4
P58,77,5
P59,85,10
P60,100,15
P61,28,5
P62,89,20
P63,7,4
P64,13,1
P65,44,12
P66,26,15
P67,48,13
P68,22,14
P69,20,12
P70,74,16
P71,74,5
P72,81,19
P73,79,10
P74,18,9
P75,85,13
P76,1,8
P77,13,1
P78,6,15
P79,70,12
P80,71,8
P81,78,20
P82,91,19
P83,1,3
P84,53,1
P85,12,15
P86,72,16
P87,53,10
P88,58,5
P89,3,5
P90,86,8
P91,94,7
P92,63,9
P93,66,9
P94,89,18
P95,3,14
P96,92,11
P97,14,14
P98,37,5
P99,80,8
