process,arrival_time,burst_time
P0,17,7
P1,88,16
P2,40,7
P3,43,20
P4,65,13
P5,70,10
P6,19,14
P7,79,20
P8,16,16
P9,27,3
P10,87,17
P11,44,18
P12,86,1
P13,41,6
P14,17,20
P15,76,12
P16,57,13
P17,55,13
P18,6,8
P19,34,14
P20,73,3
P21,0,4
P22,75,14
P23,0,7
P24,8,11
P25,81,5
P26,19,20
P27,32,15
P28,48,6
P29,56,3
P30,31,5
P31,61,6
P32,29,7
P33,64,11
P34,53,2
P35,28,18
P36,90,19
P37,42,17
P38,33,14
P39,98,4
P40,90,18
P41,3,9
P42,47,20
P43,21,3
P44,65,16
P45,64,12
P46,70,5
P47,44,10
P48,70,11
P49,21,17
P50,23,8
P51,29,9
P52,65,4
P53,76,8
P54,86,18
P55,85,9
P56,51,5
P57,17,14
P58,33,12
P59,42,12
P60,55,20
P61,87,5
P62,12,10
P63,85,11
P64,38,13
P65,3,9
P66,74,9
P67,2,7
P68,58,10
P69,15,12
P70,19,10
P71,2,19
P72,38,9
P73,22,3
P74,97,14
P75,66,2
P76,96,13
P77,40,13
P78,60,7
P79,71,2
P80,31,17
P81,0,7
P82,42,14
P83,66,3
P84,46,17
P85,56,17
P86,80,15
P87,3,20
P88,65,20
P89,14,8
P90,53,5
P91,97,9
P92,43,20
P93,4,10
P94,37,19
P95,90,8
P96,64,9
P97,59,8
P98,2,10
P99,34,3
