process,arrival_time,burst_time
P0,23,18
P1,40,4
P2,57,3
P3,3,8
P4,6,7
P5,37,17
P6,66,12
P7,31,19
P8,44,2
P9,96,3
P10,14,20
P11,53,6
P12,44,20
P13,81,2
P14,98,6
P15,81,1
P16,12,5
P17,5,13
P18,28,17
P19,93,15
P20,37,13
P21,100,8
P22,41,8
P23,42,13
P24,0,15
P25,54,13
P26,68,12
P27,72,6
P28,45,19
P29,68,16
P30,89,15
P31,11,15
P32,84,5
P33,43,20
P34,28,13
P35,90,8
P36,97,16
P37,49,9
P38,46,18
P39,99,4
P40,89,9
P41,42,4
P42,90,20
P43,96,14
P44,19,20
P45,53,15
P46,42,1
P47,79,14
P48,44,10
P49,24,14
P50,32,18
P51,21,18
P52,36,15
P53,56,14
P54,78,3
P55,78,3
P56,23,11
P57,62,17
P58,38,14
P59,8,19
P60,74,12
P61,31,18
P62,92,5
P63,3,13
P64,78,18
P65,35,3
P66,60,4
P67,59,19
P68,89,11
P69,24,17
P70,22,4
P71,26,10
P72,18,20
P73,3,14
P74,42,13
P75,98,19
P76,97,13
P77,19,17
P78,43,1
P79,40,3
P80,46,19
P81,58,19
P82,94,8
P83,68,14
P84,26,13
P85,34,15
P86,76,8
P87,88,15
P88,92,6
P89,5,2
P90,75,15
P91,10,11
P92,84,7
P93,62,16
P94,25,10
P95,34,7
P96,93,10
P97,13,19
P98,0,20
P99,0,5
