process,arrival_time,burst_time
P0,22,5
P1,56,4
P2,29,18
P3,96,16
P4,64,20
P5,31,3
P6,50,17
P7,46,17
P8,70,12
P9,18,15
P10,94,19
P11,74,8
P12,45,11
P13,34,13
P14,89,18
P15,66,14
P16,23,18
P17,36,13
P18,13,2
P19,68,18
P20,26,15
P21,56,14
P22,40,4
P23,66,9
P24,89,19
P25,89,2
P26,50,8
P27,76,16
P28,72,3
P29,40,15
P30,25,20
P31,33,8
P32,72,15
P33,60,19
P34,10,20
P35,12,6
P36,6,3
P37,18,5
P38,73,12
P39,25,19
P40,41,8
P41,0,3
P42,4,13
P43,25,11
P44,23,19
P45,92,1
P46,57,8
P47,15,18
P48,27,1
P49,13,8
P50,38,18
P51,10,13
P52,14,12
P53,46,10
P54,14,5
P55,85,15
P56,6,3
P57,55,3
P58,40,14
P59,32,16
P60,69,19
P61,97,11
P62,90,18
P63,21,18
P64,55,16
P65,23,5
P66,23,16
P67,74,5
P68,85,19
P69,42,2
P70,74,20
P71,99,15
P72,31,9
P73,50,1
P74,80,2
P75,65,14
P76,13,17
P77,1,2
P78,33,15
P79,4,2
P80,62,11
P81,44,13
P82,91,3
P83,39,18
P84,77,3
P85,72,17
P86,22,6
P87,49,16
P88,88,19
P89,34,20
P90,51,1
P91,84,18
P92,88,19
P93,35,6
P94,9,4
P95,21,11
P96,62,6
P97,40,16
P98,38,11
P99,81,17
