process,arrival_time,burst_time
P0,98,6
P1,76,13
P2,85,13
P3,19,14
P4,72,10
P5,5,7
P6,63,5
P7,53,2
P8,33,4
P9,9,13
P10,19,15
P11,82,13
P12,21,8
P13,48,17
P14,82,4
P15,22,3
P16,100,9
P17,15,20
P18,44,18
P19,98,18
P20,17,15
P21,69,12
P22,71,3
P23,37,1
P24,1,4
P25,8,20
P26,57,12
P27,54,18
P28,85,13
P29,31,3
P30,27,3
P31,60,4
P32,49,15
P33,58,2
P34,61,6
P35,37,12
P36,5,5
P37,3,19
P38,16,7
P39,8,13
P40,82,16
P41,33,1
P42,48,17
P43,41,17
P44,64,2
P45,1,20
P46,29,13
P47,90,16
P48,32,10
P49,26,9
P50,29,9
P51,7,3
P52,80,12
P53,55,1
P54,38,5
P55,67,11
P56,25,7
P57,70,3
P58,80,16
P59,16,17
P60,56,19
P61,16,11
P62,39,14
P63,18,9
P64,27,20
P65,69,7
P66,32,6
P67,81,6
P68,28,17
P69,83,4
P70,24,11
P71,16,10
P72,17,3
P73,96,8
P74,61,10
P75,95,11
P76,28,9
P77,67,13
P78,23,9
P79,59,3
P80,70,13
P81,19,4
P82,59,8
P83,1,11
P84,86,20
P85,93,7
P86,50,8
P87,36,5
P88,99,6
P89,85,2
P90,30,1
P91,15,10
P92,66,8
P93,63,20
P94,33,10
P95,13,16
P96,63,6
P97,83,10
P98,61,18
P99,90,17
