process,arrival_time,burst_time
P0,14,15
P1,14,13
P2,4,5
P3,33,18
P4,83,14
P5,49,11
P6,79,5
P7,82,4
P8,86,13
P9,8,7
P10,38,15
P11,63,1
P12,74,1
P13,73,5
P14,62,17
P15,31,20
P16,55,16
P17,80,18
P18,72,14
P19,46,11
P20,82,12
P21,16,19
P22,41,20
P23,29,18
P24,49,17
P25,100,12
P26,46,2
P27,18,3
P28,42,20
P29,51,2
P30,45,10
P31,26,19
P32,22,15
P33,20,5
P34,91,1
P35,32,4
P36,79,14
P37,70,13
P38,8,11
P39,27,11
P40,49,1
P41,48,1
P42,8,8
P43,90,5
P44,39,2
P45,57,4
P46,70,3
P47,84,1
P48,68,17
P49,100,8
P50,71,16
P51,39,3
P52,56,4
P53,55,20
P54,81,13
P55,60,3
P56,95,10
P57,54,4
P58,8,18
P59,6,17
P60,11,16
P61,63,10
P62,88,13
P63,22,18
P64,95,13
P65,17,12
P66,30,17
P67,48,3
P68,42,15
P69,77,5
P70,11,13
P71,36,7
P72,31,9
P73,51,19
P74,39,13
P75,5,20
P76,60,7
P77,58,18
P78,59,1
P79,58,5
P80,79,3
P81,21,15
P82,28,15
P83,20,4
P84,16,10
P85,89,10
P86,85,15
P87,35,10
P88,29,8
P89,46,9
P90,98,1
P91,28,18
P92,17,14
P93,23,7
P94,35,16
P95,48,1
P96,11,3
P97,75,10
P98,80,13
P99,89,13
