process,arrival_time,burst_time
P0,53,8
P1,10,8
P2,79,19
P3,6,2
P4,99,12
P5,45,17
P6,38,2
P7,68,11
P8,63,10
P9,4,2
P10,80,17
P11,39,10
P12,12,7
P13,32,4
P14,76,15
P15,7,7
P16,77,4
P17,89,6
P18,62,16
P19,79,8
P20,1,12
P21,92,5
P22,73,11
P23,96,16
P24,75,16
P25,47,20
P26,77,18
P27,69,17
P28,44,5
P29,47,5
P30,83,20
P31,35,11
P32,85,10
P33,12,4
P34,85,16
P35,68,9
P36,99,6
P37,84,8
P38,100,14
P39,45,5
P40,57,20
P41,3,19
P42,61,17
P43,97,15
P44,28,18
P45,80,1
P46,61,2
P47,71,1
P48,76,8
P49,75,2
P50,15,16
P51,12,4
P52,100,8
P53,34,13
P54,65,8
P55,80,16
P56,0,3
P57,86,20
P58,89,13
P59,100,12
P60,59,12
P61,73,3
P62,25,11
P63,65,6
P64,73,11
P65,56,19
P66,48,7
P67,51,3
P68,69,7
P69,1,13
P70,94,10
P71,72,18
P72,48,5
P73,79,18
P74,53,18
P75,50,7
P76,13,11
P77,47,3
P78,50,10
P79,84,12
P80,100,5
P81,66,17
P82,4,7
P83,59,7
P84,27,11
P85,94,11
P86,13,12
P87,76,15
P88,76,14
P89,49,19
P90,6,11
P91,40,5
P92,31,4
P93,9,1
P94,15,5
P95,18,5
P96,57,19
P97,41,4
P98,14,2
P99,66,8
