process,arrival_time,burst_time
P0,25,2
P1,79,8
P2,92,11
P3,66,8
P4,82,11
P5,4,6
P6,58,11
P7,24,20
P8,41,12
P9,38,9
P10,95,14
P11,9,16
P12,19,2
P13,71,3
P14,82,5
P15,65,20
P16,54,9
P17,61,14
P18,19,13
P19,99,14
P20,98,11
P21,77,10
P22,17,10
P23,17,8
P24,1,11
P25,9,4
P26,16,10
P27,18,2
P28,99,5
P29,17,13
P30,4,13
P31,97,6
P32,90,10
P33,77,10
P34,65,15
P35,9,16
P36,74,4
P37,53,3
P38,87,5
P39,11,13
P40,96,9
P41,88,1
P42,77,10
P43,42,13
P44,79,7
P45,1,20
P46,22,6
P47,49,8
P48,91,19
P49,26,1
P50,86,16
P51,80,16
P52,98,18
P53,37,3
P54,15,16
P55,92,16
P56,54,16
P57,53,11
P58,92,11
P59,95,15
P60,52,5
P61,100,12
P62,43,6
P63,52,4
P64,85,4
P65,40,12
P66,98,9
P67,82,20
P68,85,18
P69,1,19
P70,39,10
P71,89,7
P72,33,11
P73,92,6
P74,1,8
P75,8,14
P76,11,14
P77,79,16
P78,97,8
P79,44,17
P80,73,14
P81,26,17
P82,85,4
P83,91,17
P84,36,15
P85,79,16
P86,32,19
P87,46,15
P88,47,8
P89,96,8
P90,91,19
P91,95,8
P92,78,20
P93,35,4
P94,72,5
P95,4,5
P96,61,15
P97,71,10
P98,82,5
P99,40,13
