process,arrival_time,burst_time
P0,45,11
P1,41,10
P2,70,8
P3,60,3
P4,91,18
P5,67,2
P6,43,12
P7,91,2
P8,33,20
P9,38,17
P10,49,5
P11,67,9
P12,17,15
P13,26,1
P14,33,15
P15,100,18
P16,94,11
P17,30,13
P18,57,7
P19,8,8
P20,72,3
P21,3,6
P22,54,4
P23,96,18
P24,22,13
P25,82,2
P26,70,7
P27,81,14
P28,94,12
P29,27,17
P30,96,20
P31,41,6
P32,96,5
P33,5,18
P34,5,6
P35,25,7
P36,80,11
P37,47,12
P38,54,9
P39,99,2
P40,45,12
P41,66,20
P42,65,6
P43,87,7
P44,85,17
P45,50,4
P46,67,1
P47,85,18
P48,62,14
P49,75,2
P50,8,19
P51,50,8
P52,25,14
P53,99,7
P54,1,1
P55,93,7
P56,65,12
P57,10,14
P58,76,15
P59,49,12
P60,54,18
P61,92,16
P62,23,6
P63,71,10
P64,47,11
P65,2,1
P66,15,17
P67,15,2
P68,74,10
P69,45,10
P70,2,9
P71,12,7
P72,9,20
P73,19,14
P74,14,16
P75,79,20
P76,41,7
P77,10,17
P78,60,6
P79,82,19
P80,72,12
P81,50,11
P82,25,13
P83,88,15
P84,94,8
P85,9,20
P86,45,4
P87,84,5
P88,78,3
P89,28,15
P90,39,2
P91,78,6
P92,33,20
P93,48,6
P94,93,13
P95,87,13
P96,61,6
P97,92,8
P98,66,1
P99,18,13
