process,arrival_time,burst_time
P0,96,15
P1,32,9
P2,41,15
P3,47,18
P4,59,2
P5,66,12
P6,68,19
P7,48,5
P8,54,10
P9,46,6
P10,74,17
P11,82,13
P12,63,11
P13,61,17
P14,96,20
P15,91,17
P16,51,3
P17,90,4
P18,0,3
P19,12,8
P20,61,8
P21,41,7
P22,7,1
P23,95,8
P24,7,8
P25,80,9
P26,63,9
P27,75,9
P28,56,3
P29,46,2
P30,17,19
P31,68,2
P32,63,5
P33,81,3
P34,52,16
P35,51,5
P36,79,17
P37,5,7
P38,78,6
P39,14,6
P40,69,10
P41,64,18
P42,25,10
P43,53,8
P44,22,3
P45,52,8
P46,78,16
P47,77,5
P48,61,15
P49,47,11
P50,99,10
P51,70,6
P52,82,9
P53,44,9
P54,80,16
P55,66,9
P56,64,20
P57,25,18
P58,61,7
P59,53,2
P60,52,3
P61,57,3
P62,1,12
P63,96,15
P64,42,13
P65,28,9
P66,3,10
P67,29,1
P68,78,11
P69,25,7
P70,63,20
P71,94,19
P72,80,8
P73,65,19
P74,8,10
P75,64,12
P76,61,7
P77,84,20
P78,20,6
P79,16,2
P80,46,2
P81,64,12
P82,41,12
P83,15,4
P84,18,12
P85,81,19
P86,16,8
P87,65,6
P88,52,14
P89,1,4
P90,61,1
P91,36,12
P92,95,13
P93,66,17
P94,72,20
P95,54,15
P96,26,15
P97,89,15
P98,95,4
P99,12,19
