process,arrival_time,burst_time
P0,11,18
P1,45,3
P2,8,2
P3,34,17
P4,74,13
P5,81,19
P6,57,4
P7,100,14
P8,69,4
P9,40,18
P10,76,3
P11,73,3
P12,40,15
P13,42,4
P14,22,8
P15,16,14
P16,100,7
P17,47,13
P18,82,3
P19,88,1
P20,15,8
P21,25,4
P22,11,4
P23,28,16
P24,62,18
P25,50,7
P26,29,2
P27,24,10
P28,66,16
P29,51,6
P30,66,16
P31,88,5
P32,0,16
P33,3,16
P34,6,3
P35,90,20
P36,1,8
P37,16,16
P38,49,8
P39,18,17
P40,70,5
P41,20,3
P42,40,11
P43,84,3
P44,2,7
P45,5,4
P46,4,4
P47,42,4
P48,38,15
P49,80,19
P50,96,17
P51,7,15
P52,70,11
P53,27,18
P54,9,1
P55,58,8
P56,39,13
P57,46,11
P58,55,11
P59,21,11
P60,66,11
P61,43,20
P62,90,14
P63,64,8
P64,47,1
P65,76,15
P66,45,6
P67,22,19
P68,89,20
P69,1,19
P70,40,14
P71,83,6
P72,14,20
P73,54,18
P74,54,5
P75,43,20
P76,61,15
P77,53,17
P78,47,16
P79,51,3
P80,20,13
P81,0,19
P82,30,18
P83,62,2
P84,87,10
P85,47,11
P86,68,1
P87,28,19
P88,40,4
P89,52,8
P90,13,17
P91,72,17
P92,86,15
P93,3,3
P94,5,16
P95,14,6
P96,84,6
P97,70,6
P98,43,18
P99,85,16
