process,arrival_time,burst_time
P0,6,3
P1,10,16
P2,97,7
P3,97,12
P4,20,7
P5,70,20
P6,50,1
P7,100,12
P8,50,12
P9,95,6
P10,6,13
P11,23,19
P12,80,14
P13,83,9
P14,28,9
P15,84,15
P16,98,18
P17,17,14
P18,84,11
P19,18,12
P20,9,7
P21,60,10
P22,60,19
P23,43,9
P24,42,12
P25,43,12
P26,26,10
P27,58,12
P28,91,7
P29,86,9
P30,68,15
P31,12,20
P32,53,16
P33,91,9
P34,29,7
P35,90,18
P36,52,17
P37,72,16
P38,79,17
P39,86,2
P40,52,2
P41,53,9
P42,86,20
P43,57,6
P44,48,7
P45,7,13
P46,93,11
P47,38,16
P48,12,5
P49,52,8
P50,51,20
P51,30,4
P52,18,8
P53,74,15
P54,42,4
P55,77,8
P56,79,1
P57,26,4
P58,98,18
P59,48,15
P60,27,16
P61,33,5
P62,24,20
P63,35,6
P64,96,4
P65,44,17
P66,64,14
P67,66,11
P68,41,5
P69,42,5
P70,85,20
P71,63,6
P72,55,3
P73,20,15
P74,5,19
P75,56,16
P76,3,1
P77,54,6
P78,97,10
P79,41,11
P80,9,6
P81,66,15
P82,53,3
P83,53,7
P84,73,4
P85,46,2
P86,33,6
P87,47,12
P88,67,15
P89,24,16
P90,56,16
P91,16,5
P92,35,3
P93,5,11
P94,46,6
P95,29,12
P96,56,13
P97,83,9
P98,88,13
P99,86,10
