process,arrival_time,burst_time
P0,11,3
P1,35,2
P2,62,19
P3,26,11
P4,44,20
P5,62,15
P6,20,13
P7,78,2
P8,36,8
P9,38,16
P10,94,19
P11,71,9
P12,94,2
P13,46,2
P14,75,7
P15,36,7
P16,11,10
P17,5,10
P18,45,6
P19,14,15
P20,79,15
P21,64,14
P22,4,12
P23,78,14
P24,24,4
P25,47,18
P26,48,6
P27,91,13
P28,68,14
P29,21,1
P30,67,18
P31,0,16
P32,67,19
P33,9,2
P34,83,9
P35,25,9
P36,11,15
P37,51,9
P38,59,3
P39,70,12
P40,25,13
P41,62,17
P42,100,7
P43,11,15
P44,88,20
P45,25,20
P46,34,6
P47,26,18
P48,66,18
P49,40,16
P50,88,20
P51,10,13
P52,38,16
P53,90,7
P54,26,13
P55,85,20
P56,76,17
P57,54,15
P58,9,1
P59,85,19
P60,89,20
P61,99,8
P62,36,3
P63,76,3
P64,97,17
P65,71,20
P66,73,3
P67,33,8
P68,62,1
P69,53,10
P70,13,11
P71,17,2
P72,50,10
P73,72,4
P74,30,8
P75,69,16
P76,71,3
P77,65,19
P78,44,14
P79,94,2
P80,91,2
P81,10,19
P82,52,5
P83,39,15
P84,29,2
P85,29,12
P86,82,10
P87,42,4
P88,24,6
P89,38,7
P90,7,8
P91,90,5
P92,93,15
P93,88,15
P94,62,14
P95,83,6
P96,68,4
P97,98,15
P98,71,6
P99,79,17
