process,arrival_time,burst_time
P0,27,9
P1,12,18
P2,96,8
P3,46,10
P4,78,17
P5,7,6
P6,86,1
P7,49,20
P8,59,13
P9,34,1
P10,48,7
P11,100,8
P12,12,10
P13,59,11
P14,28,10
P15,31,12
P16,57,14
P17,60,13
P18,93,12
P19,5,16
P20,70,6
P21,95,13
P22,99,4
P23,60,11
P24,12,15
P25,78,11
P26,29,9
P27,52,9
P28,26,6
P29,11,1
P30,48,11
P31,41,4
P32,50,10
P33,52,8
P34,87,4
P35,31,11
P36,88,5
P37,76,3
P38,88,16
P39,34,11
P40,22,14
P41,67,11
P42,37,8
P43,37,1
P44,38,8
P45,66,12
P46,13,17
P47,22,12
P48,73,9
P49,33,19
P50,77,19
P51,41,1
P52,51,4
P53,9,8
P54,78,19
P55,23,20
P56,82,2
P57,62,17
P58,73,19
P59,70,10
P60,30,4
P61,10,14
P62,23,14
P63,87,4
P64,30,19
P65,48,7
P66,1,10
P67,44,4
P68,64,20
P69,88,16
P70,6,11
P71,96,19
P72,83,17
P73,96,20
P74,55,2
P75,53,7
P76,59,16
P77,24,17
P78,90,12
P79,55,11
P80,37,4
P81,48,12
P82,22,13
P83,62,5
P84,72,20
P85,12,15
P86,24,9
P87,37,19
P88,11,11
P89,86,19
P90,5,13
P91,74,17
P92,31,4
P93,22,19
P94,31,10
P95,49,2
P96,19,14
P97,26,13
P98,62,8
P99,55,6
