process,arrival_time,burst_time
P0,13,6
P1,16,20
P2,55,18
P3,74,17
P4,43,16
P5,7,14
P6,90,6
P7,67,2
P8,88,12
P9,79,20
P10,23,2
P11,68,12
P12,66,15
P13,16,17
P14,2,7
P15,39,12
P16,22,11
P17,95,16
P18,41,12
P19,10,17
P20,15,19
P21,93,5
P22,24,20
P23,67,3
P24,95,11
P25,53,15
P26,50,16
P27,49,15
P28,2,15
P29,33,4
P30,6,13
P31,29,1
P32,69,12
P33,52,1
P34,95,8
P35,51,7
P36,14,20
P37,74,19
P38,57,11
P39,4,10
P40,95,9
P41,44,2
P42,34,15
P43,14,10
P44,93,10
P45,5,19
P46,64,3
P47,63,17
P48,83,18
P49,50,19
P50,40,4
P51,34,4
P52,25,11
P53,98,14
P54,70,1
P55,32,15
P56,37,10
P57,42,7
P58,35,17
P59,0,4
P60,28,7
P61,63,18
P62,7,3
P63,44,17
P64,36,12
P65,48,1
P66,26,19
P67,96,4
P68,11,10
P69,55,7
P70,7,14
P71,67,6
P72,85,2
P73,29,4
P74,19,14
P75,55,3
P76,81,10
P77,6,12
P78,86,7
P79,52,13
P80,18,3
P81,7,9
P82,6,10
P83,42,11
P84,14,13
P85,63,7
P86,83,8
P87,20,2
P88,99,14
P89,71,18
P90,60,3
P91,74,19
P92,17,14
P93,4,5
P94,37,6
P95,50,17
P96,8,7
P97,10,18
P98,97,3
P99,88,13
